SITE,DATADESC,AGE,logage,CLASS,CLASS_DESC,SEASONCODE,SEASON,TIME,TRIAL,TRIALDESC,SITE.DEPTH,DEPTHCODE,SITE.SEASON.DEPTH,DEPTH,DEPTHnum,NH4mgL,mgNNH4kgsoil,kgNNH4ha,NO3mgL,mgNNO3kgsoil,kgNNO3ha,EmgNNH4NO3kgsoil,EkgNNH4NO3ha,NO3toNH4mol,SOILTEMP,AIRTEMP,MOIST,BulkDen,PCT_Cx,d13Cx,Cumolx,PCT_Nx,d15Nx,Numolx,CtoNumolx,gCkgsoil,C_Mghax,gNkgsoil,N_Mghax,N_kgha,mgNNH4kgOrgC,mgNNO3kgOrgC,EmgNNH4NO3kgOrgC,estmgCkg
S19,NMIN_DRYALL_t2mt0_FM_D1,40,3.688879454,C3,30-40 yr,DRYALL,DRY15,t2mt0,FM,dry,S19_D1,D1,S19_DRY15_D1,D0-5_cm,5,0.2361,0.867881,0.673753158,0.01775,0.019125,0.014852207,0.887013,0.688605366,0.005540951,32,32,0.351153916,1.55263923,0.551467456,-23.87433949,36.57607904,0.03849404,2.00398092,2.188386174,16.71372241,5.51467456,4.281150031,0.3849404,0.298836783,298.8367831,157.3766485,3.468019698,160.8446682,2688.313136
S19,NMIN_DRYALL_t2mt0_FM_D2,40,3.688879454,C3,30-40 yr,DRYALL,DRY15,t2mt0,FM,dry,S19_D2,D2,S19_DRY15_D2,D5-15_cm,10,0.50835,1.8838895,3.154118995,0.0262375,0.0283625,0.047515407,1.912269375,3.201634401,0.011304609,30,32,0.260677762,1.674259072,0.326854243,-22.90496665,22.92610136,0.024076565,4.138339025,1.447517456,15.83822098,3.26854243,5.472386816,0.24076565,0.403104074,403.1040737,576.3699081,8.677415272,585.0473234,9266.108791
S19,NMIN_DRYALL_t2mt0_FM_DSUM,40,3.688879454,C3,30-40 yr,DRYALL,DRY15,t2mt0,FM,dry,S19_DSUM,DSUM,S19_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.753536847,NA,0.701940857,701.9408568,NA,NA,NA,NA
S19,NMIN_WETALL_t2mt0_FC_D1,40,3.688879454,C3,30-40 yr,WETALL,WET15,t2mt0,FC,wet,S19_D1,D1,S19_WET15_D1,D0-5_cm,5,0.548025,2.043305625,1.586258267,0.0026,0.002839,0.002206322,2.04614775,1.588464589,0.000989445,30,30.5,0.297766749,1.55263923,0.551467456,-23.87433949,36.57607904,0.03849404,2.00398092,2.188386174,16.71372241,5.51467456,4.281150031,0.3849404,0.298836783,298.8367831,370.5215245,0.514808257,371.0363327,6201.398269
S19,NMIN_WETALL_t2mt0_FC_D2,40,3.688879454,C3,30-40 yr,WETALL,WET15,t2mt0,FC,wet,S19_D2,D2,S19_WET15_D2,D5-15_cm,10,0.0379,0.1390925,0.232877259,0,0,0,0.1390925,0.232877259,0,28,30.5,0.550550551,1.674259072,0.326854243,-22.90496665,22.92610136,0.024076565,4.138339025,1.447517456,15.83822098,3.26854243,5.472386816,0.24076565,0.403104074,403.1040737,42.55490115,0,42.55490115,673.9939281
S19,NMIN_WETALL_t2mt0_FC_DSUM,40,3.688879454,C3,30-40 yr,WETALL,WET15,t2mt0,FC,wet,S19_DSUM,DSUM,S19_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.753536847,NA,0.701940857,701.9408568,NA,NA,NA,NA
S19,NMIN_WETALL_t2mt0_FM_D1,40,3.688879454,C3,30-40 yr,WETALL,WET15,t2mt0,FM,dry,S19_D1,D1,S19_WET15_D1,D0-5_cm,5,0.36965,1.37311825,1.065978688,0.0062,0.006775,0.00526123,1.3798955,1.071239917,0.003061019,30,30.5,0.297766749,1.55263923,0.551467456,-23.87433949,36.57607904,0.03849404,2.00398092,2.188386174,16.71372241,5.51467456,4.281150031,0.3849404,0.298836783,298.8367831,248.9935236,1.228540311,250.2220639,4182.142116
S19,NMIN_WETALL_t2mt0_FM_D2,40,3.688879454,C3,30-40 yr,WETALL,WET15,t2mt0,FM,dry,S19_D2,D2,S19_WET15_D2,D5-15_cm,10,0.1814,0.6782485,1.135563446,0,0,0,0.6782485,1.135563446,0,28,30.5,0.550550551,1.674259072,0.326854243,-22.90496665,22.92610136,0.024076565,4.138339025,1.447517456,15.83822098,3.26854243,5.472386816,0.24076565,0.403104074,403.1040737,207.507938,0,207.507938,3286.556578
S19,NMIN_WETALL_t2mt0_FM_DSUM,40,3.688879454,C3,30-40 yr,WETALL,WET15,t2mt0,FM,dry,S19_DSUM,DSUM,S19_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.753536847,NA,0.701940857,701.9408568,NA,NA,NA,NA
S07,NMIN_DRYALL_t0_X_D1,100,4.605170186,C4,Mature,DRYALL,DRY15,t0,X,initial,S07_D1,D1,S07_DRY15_D1,D0-5_cm,5,1.0313,3.8717525,2.728078683,0.009,0.00984,0.006925859,3.881582,2.735004542,0.002546006,26.5,32,1.172723384,1.409221528,0.701853595,-25.26968969,32.54027217,0.046516174,3.83356964,1.848552767,17.60310701,7.01853595,4.945335978,0.46516174,0.327757969,327.757969,551.6467434,1.402001795,553.0487452,9735.376243
S07,NMIN_DRYALL_t0_X_D2,100,4.605170186,C4,Mature,DRYALL,DRY15,t0,X,initial,S07_D2,D2,S07_DRY15_D2,D5-15_cm,10,0.3968,1.489651,2.414552728,0.0483,0.05275,0.085508978,1.5424055,2.500061707,0.035412581,26.5,32,0.16025641,1.62088487,0.342692588,-24.46088022,19.48721401,0.023095501,4.489276717,1.125707694,17.31107828,3.42692588,5.55465231,0.23095501,0.374351481,374.3514814,434.6901719,15.39280447,450.0829764,7791.421637
S07,NMIN_DRYALL_t0_X_DSUM,100,4.605170186,C4,Mature,DRYALL,DRY15,t0,X,initial,S07_DSUM,DSUM,S07_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49998829,NA,0.70210945,702.1094504,NA,NA,NA,NA
S07,NMIN_WETALL_t0_X_D1,100,4.605170186,C4,Mature,WETALL,WET15,t0,X,initial,S07_D1,D1,S07_WET15_D1,D0-5_cm,5,0.28325,1.0642215,0.749862141,0.01995,0.0218,0.015365517,1.08602875,0.765227658,0.020850418,25.5,27,1.028403526,1.409221528,0.701853595,-25.26968969,32.54027217,0.046516174,3.83356964,1.848552767,17.60310701,7.01853595,4.945335978,0.46516174,0.327757969,327.757969,151.6301274,3.106060887,154.7361883,2723.83768
S07,NMIN_WETALL_t0_X_D2,100,4.605170186,C4,Mature,WETALL,WET15,t0,X,initial,S07_D2,D2,S07_WET15_D2,D5-15_cm,10,0.23,0.868525,1.407778997,0,0,0,0.868525,1.407778997,0,24.5,27,1.158690176,1.62088487,0.342692588,-24.46088022,19.48721401,0.023095501,4.489276717,1.125707694,17.31107828,3.42692588,5.55465231,0.23095501,0.374351481,374.3514814,253.4414313,0,253.4414313,4387.344457
S07,NMIN_WETALL_t0_X_DSUM,100,4.605170186,C4,Mature,WETALL,WET15,t0,X,initial,S07_DSUM,DSUM,S07_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49998829,NA,0.70210945,702.1094504,NA,NA,NA,NA
S07,NMIN_DRYALL_t2mt0_FC_D1,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FC,wet,S07_D1,D1,S07_DRY15_D1,D0-5_cm,5,0.8712,3.22796125,2.274456098,-0.009,-0.00984,-0.006925859,3.21813175,2.267530239,-0.002546006,26.5,32,1.172723384,1.409221528,0.701853595,-25.26968969,32.54027217,0.046516174,3.83356964,1.848552767,17.60310701,7.01853595,4.945335978,0.46516174,0.327757969,327.757969,459.919458,-1.402001795,458.5174562,8071.331847
S07,NMIN_DRYALL_t2mt0_FC_D2,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FC,wet,S07_D2,D2,S07_DRY15_D2,D5-15_cm,10,0.2932,1.0738615,1.740606235,-0.0483,-0.05275,-0.085508978,1.021107,1.655097256,-0.035412581,26.5,32,0.16025641,1.62088487,0.342692588,-24.46088022,19.48721401,0.023095501,4.489276717,1.125707694,17.31107828,3.42692588,5.55465231,0.23095501,0.374351481,374.3514814,313.3600018,-15.39280447,297.9671974,5158.133478
S07,NMIN_DRYALL_t2mt0_FC_DSUM,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FC,wet,S07_DSUM,DSUM,S07_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49998829,NA,0.70210945,702.1094504,NA,NA,NA,NA
S07,NMIN_DRYALL_t2mt0_FM_D1,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FM,dry,S07_D1,D1,S07_DRY15_D1,D0-5_cm,5,0.1962,0.69961725,0.492957476,0.0141675,0.015235,0.010743914,0.71486475,0.503701389,0.00291332,26.5,32,1.172723384,1.409221528,0.701853595,-25.26968969,32.54027217,0.046516174,3.83356964,1.848552767,17.60310701,7.01853595,4.945335978,0.46516174,0.327757969,327.757969,99.68136588,2.170680625,101.8520465,1792.912474
S07,NMIN_DRYALL_t2mt0_FM_D2,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FM,dry,S07_D2,D2,S07_DRY15_D2,D5-15_cm,10,0.1732,0.6379975,1.034119954,0.0152,0.01625,0.026263645,0.6542005,1.060383599,-0.00300831,26.5,32,0.16025641,1.62088487,0.342692588,-24.46088022,19.48721401,0.023095501,4.489276717,1.125707694,17.31107828,3.42692588,5.55465231,0.23095501,0.374351481,374.3514814,186.1719577,4.741859197,190.9138169,3304.924029
S07,NMIN_DRYALL_t2mt0_FM_DSUM,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FM,dry,S07_DSUM,DSUM,S07_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49998829,NA,0.70210945,702.1094504,NA,NA,NA,NA
S07,NMIN_WETALL_t2mt0_FC_D1,100,4.605170186,C4,Mature,WETALL,WET15,t2mt0,FC,wet,S07_D1,D1,S07_WET15_D1,D0-5_cm,5,1.38175,5.16412775,3.63869976,0.0002,-7.50E-05,-6.30E-05,5.16403825,3.638636799,-0.017640614,25.5,27,1.028403526,1.409221528,0.701853595,-25.26968969,32.54027217,0.046516174,3.83356964,1.848552767,17.60310701,7.01853595,4.945335978,0.46516174,0.327757969,327.757969,735.7841844,-0.010685989,735.7734985,12951.89963
S07,NMIN_WETALL_t2mt0_FC_D2,100,4.605170186,C4,Mature,WETALL,WET15,t2mt0,FC,wet,S07_D2,D2,S07_WET15_D2,D5-15_cm,10,0.06325,0.233269,0.378101623,0,0,0,0.233269,0.378101623,0,24.5,27,1.158690176,1.62088487,0.342692588,-24.46088022,19.48721401,0.023095501,4.489276717,1.125707694,17.31107828,3.42692588,5.55465231,0.23095501,0.374351481,374.3514814,68.06946172,0,68.06946172,1178.35578
S07,NMIN_WETALL_t2mt0_FC_DSUM,100,4.605170186,C4,Mature,WETALL,WET15,t2mt0,FC,wet,S07_DSUM,DSUM,S07_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49998829,NA,0.70210945,702.1094504,NA,NA,NA,NA
S07,NMIN_WETALL_t2mt0_FM_D1,100,4.605170186,C4,Mature,WETALL,WET15,t2mt0,FM,dry,S07_D1,D1,S07_WET15_D1,D0-5_cm,5,0.40175,1.50944825,1.063573221,0.006025,0.006625,0.004640463,1.516034,1.068213684,-0.009872454,25.5,27,1.028403526,1.409221528,0.701853595,-25.26968969,32.54027217,0.046516174,3.83356964,1.848552767,17.60310701,7.01853595,4.945335978,0.46516174,0.327757969,327.757969,215.0659711,0.943929054,216.0099002,3802.445388
S07,NMIN_WETALL_t2mt0_FM_D2,100,4.605170186,C4,Mature,WETALL,WET15,t2mt0,FM,dry,S07_D2,D2,S07_WET15_D2,D5-15_cm,10,0.5675,2.1278275,3.448963696,0.002,0.002185,0.003543539,2.130014,3.452507235,0.000986213,24.5,27,1.158690176,1.62088487,0.342692588,-24.46088022,19.48721401,0.023095501,4.489276717,1.125707694,17.31107828,3.42692588,5.55465231,0.23095501,0.374351481,374.3514814,620.9143631,0.637597683,621.5519607,10759.73465
S07,NMIN_WETALL_t2mt0_FM_DSUM,100,4.605170186,C4,Mature,WETALL,WET15,t2mt0,FM,dry,S07_DSUM,DSUM,S07_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49998829,NA,0.70210945,702.1094504,NA,NA,NA,NA
S14,NMIN_DRYALL_t0_X_D1,100,4.605170186,C4,Mature,DRYALL,DRY15,t0,X,initial,S14_D1,D1,S14_DRY15_D1,D0-5_cm,5,0.7612,2.857702,2.346857827,0.04802,0.05245,0.043071792,2.9101495,2.389929618,0.018361975,32.5,36,0.351200115,1.642479013,1.029603097,-25.34085951,72.34956755,0.068322554,3.067373099,4.115144197,17.58134347,10.29603097,8.455507393,0.68322554,0.561091805,561.0918053,277.5537496,5.094196024,282.6479456,4969.330611
S14,NMIN_DRYALL_t0_X_D2,100,4.605170186,C4,Mature,DRYALL,DRY15,t0,X,initial,S14_D2,D2,S14_DRY15_D2,D5-15_cm,10,0.3677,1.38151575,2.188478168,0.083275,0.091025,0.144196919,1.47254275,2.332675087,0.06590583,28,36,0.361300682,1.584113712,0.474210044,-24.49921551,30.85131512,0.031127565,2.461151315,1.735806421,17.77347679,4.74210044,7.512026331,0.31127565,0.493096025,493.0960254,291.3299217,19.19508057,310.5250023,5519.108921
S14,NMIN_DRYALL_t0_X_DSUM,100,4.605170186,C4,Mature,DRYALL,DRY15,t0,X,initial,S14_DSUM,DSUM,S14_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.96753372,NA,1.05418783,1054.187831,NA,NA,NA,NA
S14,NMIN_WETALL_t0_X_D1,100,4.605170186,C4,Mature,WETALL,WET15,t0,X,initial,S14_D1,D1,S14_WET15_D1,D0-5_cm,5,0.314,1.19909525,0.984744517,0.0862,0.09575,0.078649133,1.29486425,1.06339365,0.080689896,22.5,28,3.196803197,1.642479013,1.029603097,-25.34085951,72.34956755,0.068322554,3.067373099,4.115144197,17.58134347,10.29603097,8.455507393,0.68322554,0.561091805,561.0918053,116.4618924,9.299700081,125.7615924,2211.057751
S14,NMIN_WETALL_t0_X_D2,100,4.605170186,C4,Mature,WETALL,WET15,t0,X,initial,S14_D2,D2,S14_WET15_D2,D5-15_cm,10,0.071,0.2680535,0.424627034,0.00245,0.002718,0.00430339,0.27077,0.428930424,0.01576579,22,28,2.037329673,1.584113712,0.474210044,-24.49921551,30.85131512,0.031127565,2.461151315,1.735806421,17.77347679,4.74210044,7.512026331,0.31127565,0.493096025,493.0960254,56.52632275,0.573163735,57.09948649,1014.856398
S14,NMIN_WETALL_t0_X_DSUM,100,4.605170186,C4,Mature,WETALL,WET15,t0,X,initial,S14_DSUM,DSUM,S14_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.96753372,NA,1.05418783,1054.187831,NA,NA,NA,NA
S14,NMIN_DRYALL_t2mt0_FC_D1,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FC,wet,S14_D1,D1,S14_DRY15_D1,D0-5_cm,5,0.5138,1.89772075,1.558483269,-0.046045,-0.050305,-0.041310225,1.84741825,1.517173044,-0.017814744,32.5,36,0.351200115,1.642479013,1.029603097,-25.34085951,72.34956755,0.068322554,3.067373099,4.115144197,17.58134347,10.29603097,8.455507393,0.68322554,0.561091805,561.0918053,184.3157578,-4.885863317,179.4298945,3154.618603
S14,NMIN_DRYALL_t2mt0_FC_D2,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FC,wet,S14_D2,D2,S14_DRY15_D2,D5-15_cm,10,-0.0777,-0.29959875,-0.47459871,-0.060225,-0.066025,-0.104572518,-0.36561225,-0.579171227,-0.042653796,28,36,0.361300682,1.584113712,0.474210044,-24.49921551,30.85131512,0.031127565,2.461151315,1.735806421,17.77347679,4.74210044,7.512026331,0.31127565,0.493096025,493.0960254,-63.17849101,-13.92315512,-77.10164612,-1370.364318
S14,NMIN_DRYALL_t2mt0_FC_DSUM,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FC,wet,S14_DSUM,DSUM,S14_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.96753372,NA,1.05418783,1054.187831,NA,NA,NA,NA
S14,NMIN_DRYALL_t2mt0_FM_D1,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FM,dry,S14_D1,D1,S14_DRY15_D1,D0-5_cm,5,0.04005,0.128425625,0.105468273,0.0133575,0.014125,0.011582424,0.14252925,0.117050697,0.003911997,32.5,36,0.351200115,1.642479013,1.029603097,-25.34085951,72.34956755,0.068322554,3.067373099,4.115144197,17.58134347,10.29603097,8.455507393,0.68322554,0.561091805,561.0918053,12.47331379,1.371887871,13.84520166,243.4172457
S14,NMIN_DRYALL_t2mt0_FM_D2,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FM,dry,S14_D2,D2,S14_DRY15_D2,D5-15_cm,10,0.0523,0.19004375,0.30105129,0.018175,0.01942,0.03076094,0.20946275,0.33181223,0.004768548,28,36,0.361300682,1.584113712,0.474210044,-24.49921551,30.85131512,0.031127565,2.461151315,1.735806421,17.77347679,4.74210044,7.512026331,0.31127565,0.493096025,493.0960254,40.0758593,4.09523169,44.17109099,785.0738604
S14,NMIN_DRYALL_t2mt0_FM_DSUM,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FM,dry,S14_DSUM,DSUM,S14_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.96753372,NA,1.05418783,1054.187831,NA,NA,NA,NA
S14,NMIN_WETALL_t2mt0_FC_D1,100,4.605170186,C4,Mature,WETALL,WET15,t2mt0,FC,wet,S14_D1,D1,S14_WET15_D1,D0-5_cm,5,0.36665,1.358230625,1.115432577,-0.0862,-0.09575,-0.078649133,1.262461625,1.036783444,-0.080689896,22.5,28,3.196803197,1.642479013,1.029603097,-25.34085951,72.34956755,0.068322554,3.067373099,4.115144197,17.58134347,10.29603097,8.455507393,0.68322554,0.561091805,561.0918053,131.9178846,-9.299700081,122.6181846,2155.792418
S14,NMIN_WETALL_t2mt0_FC_D2,100,4.605170186,C4,Mature,WETALL,WET15,t2mt0,FC,wet,S14_D2,D2,S14_WET15_D2,D5-15_cm,10,0.5319,1.9971515,3.16371533,-0.00245,-0.002718,-0.00430339,1.994435,3.15941194,-0.01576579,22,28,2.037329673,1.584113712,0.474210044,-24.49921551,30.85131512,0.031127565,2.461151315,1.735806421,17.77347679,4.74210044,7.512026331,0.31127565,0.493096025,493.0960254,421.1533529,-0.573163735,420.5801891,7475.17223
S14,NMIN_WETALL_t2mt0_FC_DSUM,100,4.605170186,C4,Mature,WETALL,WET15,t2mt0,FC,wet,S14_DSUM,DSUM,S14_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.96753372,NA,1.05418783,1054.187831,NA,NA,NA,NA
S14,NMIN_WETALL_t2mt0_FM_D1,100,4.605170186,C4,Mature,WETALL,WET15,t2mt0,FM,dry,S14_D1,D1,S14_WET15_D1,D0-5_cm,5,0.76965,2.87237525,2.358907739,0.13855,0.1499215,0.123105967,3.0222775,2.482013706,-0.017891621,22.5,28,3.196803197,1.642479013,1.029603097,-25.34085951,72.34956755,0.068322554,3.067373099,4.115144197,17.58134347,10.29603097,8.455507393,0.68322554,0.561091805,561.0918053,278.9788861,14.56109646,293.5399826,5160.827254
S14,NMIN_WETALL_t2mt0_FM_D2,100,4.605170186,C4,Mature,WETALL,WET15,t2mt0,FM,dry,S14_D2,D2,S14_WET15_D2,D5-15_cm,10,0.6079,2.2826975,3.6160524,-0.00245,-0.002718,-0.00430339,2.279981,3.61174901,-0.01576579,22,28,2.037329673,1.584113712,0.474210044,-24.49921551,30.85131512,0.031127565,2.461151315,1.735806421,17.77347679,4.74210044,7.512026331,0.31127565,0.493096025,493.0960254,481.3684419,-0.573163735,480.7952781,8545.403717
S14,NMIN_WETALL_t2mt0_FM_DSUM,100,4.605170186,C4,Mature,WETALL,WET15,t2mt0,FM,dry,S14_DSUM,DSUM,S14_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.96753372,NA,1.05418783,1054.187831,NA,NA,NA,NA
S15,NMIN_DRYALL_t0_X_D1,100,4.605170186,C4,Mature,DRYALL,DRY15,t0,X,initial,S15_D1,D1,S15_DRY15_D1,D0-5_cm,5,1.3835,5.1980615,4.055476834,0.008185,0.00895,0.006980302,5.2070085,4.062457136,0.00173308,24,24.5,0.351200115,1.560380527,0.54246612,-25.19522049,22.88754973,0.044441813,3.620133206,1.607206423,14.24057881,5.4246612,4.232267851,0.44441813,0.346730698,346.7306979,958.2278613,1.649872622,959.8777339,13669.21452
S15,NMIN_DRYALL_t0_X_D2,100,4.605170186,C4,Mature,DRYALL,DRY15,t0,X,initial,S15_D2,D2,S15_DRY15_D2,D5-15_cm,10,0.416,1.561725,2.447383885,0.0444,0.0485,0.075994438,1.610218,2.523378323,0.031050629,25,24.5,0.260677762,1.567103232,0.372976434,-24.89767471,19.05132542,0.029863246,4.532653232,1.307476901,14.57106081,3.72976434,5.844925752,0.29863246,0.467987893,467.9878932,418.719484,13.00350252,431.7229866,6290.66189
S15,NMIN_DRYALL_t0_X_DSUM,100,4.605170186,C4,Mature,DRYALL,DRY15,t0,X,initial,S15_DSUM,DSUM,S15_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0771936,NA,0.814718591,814.7185911,NA,NA,NA,NA
S15,NMIN_WETALL_t0_X_D1,100,4.605170186,C4,Mature,WETALL,WET15,t0,X,initial,S15_D1,D1,S15_WET15_D1,D0-5_cm,5,0.1825,0.6856855,0.534965321,0.0581,0.0635,0.04954863,0.749194,0.584513951,0.095706188,22,28,0.298062593,1.560380527,0.54246612,-25.19522049,22.88754973,0.044441813,3.620133206,1.607206423,14.24057881,5.4246612,4.232267851,0.44441813,0.346730698,346.7306979,126.4015345,11.70580017,138.1073347,1966.728384
S15,NMIN_WETALL_t0_X_D2,100,4.605170186,C4,Mature,WETALL,WET15,t0,X,initial,S15_D2,D2,S15_WET15_D2,D5-15_cm,10,0,0,0,0.04065,0.0449,0.070351576,0.0449,0.070351576,NA,22,28,1.70735274,1.567103232,0.372976434,-24.89767471,19.05132542,0.029863246,4.532653232,1.307476901,14.57106081,3.72976434,5.844925752,0.29863246,0.467987893,467.9878932,0,12.03829409,12.03829409,175.4107152
S15,NMIN_WETALL_t0_X_DSUM,100,4.605170186,C4,Mature,WETALL,WET15,t0,X,initial,S15_DSUM,DSUM,S15_WET15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0771936,NA,0.814718591,814.7185911,NA,NA,NA,NA
S15,NMIN_DRYALL_t2mt0_FC_D1,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FC,wet,S15_D1,D1,S15_DRY15_D1,D0-5_cm,5,0.456,1.644371667,1.282922893,-0.00611,-0.0067,-0.005223916,1.637675917,1.277698977,-0.001388499,24,24.5,0.351200115,1.560380527,0.54246612,-25.19522049,22.88754973,0.044441813,3.620133206,1.607206423,14.24057881,5.4246612,4.232267851,0.44441813,0.346730698,346.7306979,303.1289156,-1.235100175,301.8938154,4299.142671
S15,NMIN_DRYALL_t2mt0_FC_D2,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FC,wet,S15_D2,D2,S15_DRY15_D2,D5-15_cm,10,0.601,2.2376125,3.506570238,-0.0444,-0.0485,-0.075994438,2.1891195,3.4305758,-0.031050629,25,24.5,0.260677762,1.567103232,0.372976434,-24.89767471,19.05132542,0.029863246,4.532653232,1.307476901,14.57106081,3.72976434,5.844925752,0.29863246,0.467987893,467.9878932,599.9340162,-13.00350252,586.9305137,8552.200206
S15,NMIN_DRYALL_t2mt0_FC_DSUM,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FC,wet,S15_DSUM,DSUM,S15_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0771936,NA,0.814718591,814.7185911,NA,NA,NA,NA
S15,NMIN_DRYALL_t2mt0_FM_D1,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FM,dry,S15_D1,D1,S15_DRY15_D1,D0-5_cm,5,0.571,2.10041925,1.63872658,0.0267025,0.0289625,0.022598743,2.1293845,1.661325322,0.003450543,24,24.5,0.351200115,1.560380527,0.54246612,-25.19522049,22.88754973,0.044441813,3.620133206,1.607206423,14.24057881,5.4246612,4.232267851,0.44441813,0.346730698,346.7306979,387.1982365,5.339043109,392.5372796,5589.958065
S15,NMIN_DRYALL_t2mt0_FM_D2,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FM,dry,S15_D2,D2,S15_DRY15_D2,D5-15_cm,10,0.386,1.4131495,2.214551562,0.03825,0.0407,0.063779917,1.4538495,2.27833148,-0.000913253,25,24.5,0.260677762,1.567103232,0.372976434,-24.89767471,19.05132542,0.029863246,4.532653232,1.307476901,14.57106081,3.72976434,5.844925752,0.29863246,0.467987893,467.9878932,378.8843935,10.91221758,389.7966111,5679.750124
S15,NMIN_DRYALL_t2mt0_FM_DSUM,100,4.605170186,C4,Mature,DRYALL,DRY15,t2mt0,FM,dry,S15_DSUM,DSUM,S15_DRY15_DSUM,D0-15_cm,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0771936,NA,0.814718591,814.7185911,NA,NA,NA,NA
S15,NMIN_WETALL_t2mt0_FC_D1,100,4.605170186,C4,Mature,WETALL,WET15,t2mt0,FC,wet,S15_D1,D1,S15_WET15_D1,D0-5_cm,5,0.36375,1.366675375,1.066266498,-0.04635,-0.05065,-0.039528038,1.316010375,1.02673846,-0.088436404,22,28,0.298062593,1.560380527,0.54246612,-25.19522049,22.88754973,0.044441813,3.620133206,1.607206423,14.24057881,5.4246612,4.232267851,0.44441813,0.346730698,346.7306979,251.937462,-9.33698864,242.6004734,3454.77116
